category,location,years,value,sea
멸치,경기도,2014,5,기타
멸치,강원도,2014,60,동해
멸치,충청남도,2014,26879,기타
멸치,전라북도,2014,3350,기타
멸치,전라남도,2014,41901,기타
멸치,경상북도,2014,225,동해
멸치,경상남도,2014,130107,기타
멸치,제주도,2014,1614,기타
반지,부산광역시,2014,0,동해
반지,인천광역시,2014,148,기타
반지,경기도,2014,10,기타
반지,충청남도,2014,82,기타
반지,전라북도,2014,961,기타
반지,전라남도,2014,895,기타
반지,경상북도,2014,0,동해
반지,경상남도,2014,638,기타
명태,인천광역시,2014,0,기타
명태,울산광역시,2014,0,기타
명태,강원도,2014,2,동해
명태,전라북도,2014,0,기타
명태,전라남도,2014,0,기타
명태,경상북도,2014,0,동해
명태,경상남도,2014,0,기타
명태,제주도,2014,0,기타
민어,부산광역시,2014,997,동해
민어,인천광역시,2014,10,기타
민어,울산광역시,2014,0,기타
민어,경기도,2014,0,기타
민어,강원도,2014,0,동해
민어,충청남도,2014,5,기타
민어,전라북도,2014,27,기타
민어,전라남도,2014,3729,기타
민어,경상북도,2014,0,동해
민어,경상남도,2014,117,기타
민어,제주도,2014,1484,기타
방어류,부산광역시,2014,6100,동해
방어류,인천광역시,2014,0,기타
방어류,울산광역시,2014,48,기타
방어류,강원도,2014,1727,동해
방어류,충청남도,2014,5,기타
방어류,전라북도,2014,4,기타
방어류,전라남도,2014,105,기타
방어류,경상북도,2014,1704,동해
방어류,경상남도,2014,447,기타
방어류,제주도,2014,1026,기타
밴댕이,부산광역시,2014,27,동해
밴댕이,인천광역시,2014,0,기타
밴댕이,울산광역시,2014,0,기타
밴댕이,충청남도,2014,0,기타
밴댕이,전라북도,2014,1,기타
밴댕이,전라남도,2014,27,기타
밴댕이,경상남도,2014,1450,기타
병어류,부산광역시,2014,365,동해
병어류,인천광역시,2014,175,기타
병어류,울산광역시,2014,5,기타
병어류,경기도,2014,13,기타
병어류,강원도,2014,0,동해
병어류,충청남도,2014,167,기타
병어류,전라북도,2014,61,기타
병어류,전라남도,2014,1578,기타
병어류,경상북도,2014,6,동해
병어류,경상남도,2014,1025,기타
병어류,제주도,2014,26,기타
보구치,부산광역시,2014,393,동해
보구치,인천광역시,2014,33,기타
보구치,울산광역시,2014,0,기타
보구치,충청남도,2014,112,기타
보구치,전라북도,2014,23,기타
보구치,전라남도,2014,360,기타
보구치,경상남도,2014,449,기타
보구치,제주도,2014,433,기타
복어류,부산광역시,2014,592,동해
복어류,인천광역시,2014,75,기타
복어류,울산광역시,2014,483,기타
복어류,경기도,2014,1,기타
복어류,강원도,2014,450,동해
복어류,충청남도,2014,248,기타
복어류,전라북도,2014,79,기타
복어류,전라남도,2014,224,기타
복어류,경상북도,2014,1375,동해
복어류,경상남도,2014,249,기타
복어류,제주도,2014,227,기타
조피볼락,부산광역시,2014,3,동해
조피볼락,인천광역시,2014,122,기타
조피볼락,울산광역시,2014,3,기타
조피볼락,경기도,2014,26,기타
조피볼락,강원도,2014,67,동해
조피볼락,충청남도,2014,305,기타
조피볼락,전라북도,2014,89,기타
조피볼락,전라남도,2014,839,기타
조피볼락,경상북도,2014,270,동해
조피볼락,경상남도,2014,541,기타
조피볼락,제주도,2014,101,기타
기타볼락류,부산광역시,2014,43,동해
기타볼락류,인천광역시,2014,5,기타
기타볼락류,울산광역시,2014,63,기타
기타볼락류,경기도,2014,0,기타
기타볼락류,강원도,2014,130,동해
기타볼락류,충청남도,2014,18,기타
기타볼락류,전라북도,2014,0,기타
기타볼락류,전라남도,2014,519,기타
기타볼락류,경상북도,2014,49,동해
기타볼락류,경상남도,2014,703,기타
기타볼락류,제주도,2014,82,기타
노래미류,부산광역시,2014,49,동해
노래미류,인천광역시,2014,15,기타
노래미류,울산광역시,2014,32,기타
노래미류,경기도,2014,23,기타
노래미류,강원도,2014,78,동해
노래미류,충청남도,2014,731,기타
노래미류,전라북도,2014,60,기타
노래미류,전라남도,2014,206,기타
노래미류,경상북도,2014,76,동해
노래미류,경상남도,2014,321,기타
노래미류,제주도,2014,0,기타
부세,부산광역시,2014,41,동해
부세,인천광역시,2014,0,기타
부세,울산광역시,2014,0,기타
부세,경기도,2014,0,기타
부세,충청남도,2014,50,기타
부세,전라북도,2014,22,기타
부세,전라남도,2014,299,기타
부세,경상남도,2014,5,기타
부세,제주도,2014,141,기타
삼치류,부산광역시,2014,11885,동해
삼치류,인천광역시,2014,40,기타
삼치류,울산광역시,2014,135,기타
삼치류,경기도,2014,2,기타
삼치류,강원도,2014,66,동해
삼치류,충청남도,2014,213,기타
삼치류,전라북도,2014,16,기타
삼치류,전라남도,2014,1830,기타
삼치류,경상북도,2014,1422,동해
삼치류,경상남도,2014,13195,기타
삼치류,제주도,2014,715,기타
상어류,부산광역시,2014,42,동해
상어류,인천광역시,2014,6,기타
상어류,울산광역시,2014,33,기타
상어류,경기도,2014,0,기타
상어류,강원도,2014,7,동해
상어류,충청남도,2014,5,기타
상어류,전라북도,2014,8,기타
상어류,전라남도,2014,133,기타
상어류,경상북도,2014,4,동해
상어류,경상남도,2014,46,기타
상어류,제주도,2014,8,기타
서대류,부산광역시,2014,145,동해
서대류,인천광역시,2014,85,기타
서대류,경기도,2014,4,기타
서대류,강원도,2014,0,동해
서대류,충청남도,2014,145,기타
서대류,전라북도,2014,105,기타
서대류,전라남도,2014,805,기타
서대류,경상북도,2014,0,동해
서대류,경상남도,2014,78,기타
서대류,제주도,2014,35,기타
성대류,부산광역시,2014,171,동해
성대류,인천광역시,2014,12,기타
성대류,울산광역시,2014,101,기타
성대류,강원도,2014,17,동해
성대류,충청남도,2014,24,기타
성대류,전라북도,2014,74,기타
성대류,전라남도,2014,238,기타
성대류,경상북도,2014,157,동해
성대류,경상남도,2014,705,기타
성대류,제주도,2014,198,기타
송어류,부산광역시,2014,0,동해
송어류,울산광역시,2014,0,기타
송어류,강원도,2014,0,동해
송어류,전라북도,2014,0,기타
송어류,전라남도,2014,0,기타
송어류,경상북도,2014,0,동해
송어류,경상남도,2014,0,기타
삼세기,부산광역시,2014,1,동해
삼세기,인천광역시,2014,12,기타
삼세기,울산광역시,2014,2,기타
삼세기,경기도,2014,3,기타
삼세기,강원도,2014,13,동해
삼세기,충청남도,2014,240,기타
삼세기,전라북도,2014,14,기타
삼세기,전라남도,2014,21,기타
삼세기,경상북도,2014,185,동해
삼세기,경상남도,2014,29,기타
숭어류,부산광역시,2014,255,동해
숭어류,인천광역시,2014,284,기타
숭어류,울산광역시,2014,73,기타
숭어류,경기도,2014,111,기타
숭어류,강원도,2014,116,동해
숭어류,충청남도,2014,38,기타
숭어류,전라북도,2014,323,기타
숭어류,전라남도,2014,817,기타
숭어류,경상북도,2014,204,동해
숭어류,경상남도,2014,684,기타
숭어류,제주도,2014,1,기타
아귀류,부산광역시,2014,3159,동해
아귀류,인천광역시,2014,865,기타
아귀류,울산광역시,2014,1213,기타
아귀류,경기도,2014,1,기타
아귀류,강원도,2014,34,동해
아귀류,충청남도,2014,1540,기타
아귀류,전라북도,2014,1191,기타
아귀류,전라남도,2014,2361,기타
아귀류,경상북도,2014,1387,동해
아귀류,경상남도,2014,758,기타
아귀류,제주도,2014,340,기타
까나리,인천광역시,2014,475,기타
까나리,강원도,2014,1970,동해
까나리,충청남도,2014,30,기타
까나리,전라북도,2014,0,기타
까나리,전라남도,2014,0,기타
까나리,경상북도,2014,2,동해
까나리,경상남도,2014,98,기타
양미리,강원도,2014,157,동해
양태류,부산광역시,2014,50,동해
양태류,인천광역시,2014,160,기타
양태류,울산광역시,2014,0,기타
양태류,경기도,2014,10,기타
양태류,충청남도,2014,230,기타
양태류,전라북도,2014,92,기타
양태류,전라남도,2014,1012,기타
양태류,경상북도,2014,0,동해
양태류,경상남도,2014,100,기타
양태류,제주도,2014,29,기타
연어,부산광역시,2014,1,동해
연어,강원도,2014,313,동해
연어,경상북도,2014,2,동해
연어,경상남도,2014,0,기타
임연수어,부산광역시,2014,0,동해
임연수어,인천광역시,2014,57,기타
임연수어,강원도,2014,1044,동해
임연수어,전라남도,2014,0,기타
임연수어,경상북도,2014,24,동해
임연수어,경상남도,2014,0,기타
임연수어,제주도,2014,0,기타
갯장어,부산광역시,2014,22,동해
갯장어,인천광역시,2014,0,기타
갯장어,울산광역시,2014,1,기타
갯장어,충청남도,2014,0,기타
갯장어,전라북도,2014,1,기타
갯장어,전라남도,2014,1038,기타
갯장어,경상북도,2014,0,동해
갯장어,경상남도,2014,120,기타
갯장어,제주도,2014,90,기타
먹장어,부산광역시,2014,4,동해
먹장어,울산광역시,2014,0,기타
먹장어,전라남도,2014,16,기타
먹장어,경상남도,2014,36,기타
먹장어,제주도,2014,4,기타
붕장어,부산광역시,2014,865,동해
붕장어,인천광역시,2014,70,기타
붕장어,울산광역시,2014,120,기타
붕장어,경기도,2014,5,기타
붕장어,강원도,2014,10,동해
붕장어,충청남도,2014,339,기타
붕장어,전라북도,2014,96,기타
붕장어,전라남도,2014,1481,기타
붕장어,경상북도,2014,139,동해
붕장어,경상남도,2014,9923,기타
붕장어,제주도,2014,255,기타
전갱이류,부산광역시,2014,14514,동해
전갱이류,인천광역시,2014,0,기타
전갱이류,울산광역시,2014,81,기타
전갱이류,강원도,2014,161,동해
전갱이류,충청남도,2014,0,기타
전갱이류,전라북도,2014,0,기타
전갱이류,전라남도,2014,134,기타
전갱이류,경상북도,2014,2788,동해
전갱이류,경상남도,2014,5642,기타
전갱이류,제주도,2014,694,기타
전어,부산광역시,2014,3563,동해
전어,인천광역시,2014,29,기타
전어,울산광역시,2014,88,기타
전어,경기도,2014,15,기타
전어,강원도,2014,36,동해
전어,충청남도,2014,359,기타
전어,전라북도,2014,503,기타
전어,전라남도,2014,713,기타
전어,경상북도,2014,103,동해
전어,경상남도,2014,3335,기타
전어,제주도,2014,48,기타
정어리,부산광역시,2014,231,동해
정어리,강원도,2014,1,동해
정어리,경상북도,2014,20,동해
정어리,경상남도,2014,83,기타
정어리,제주도,2014,0,기타
참조기,부산광역시,2014,1035,동해
참조기,인천광역시,2014,893,기타
참조기,울산광역시,2014,3,기타
참조기,경기도,2014,0,기타
참조기,충청남도,2014,123,기타
참조기,전라북도,2014,1281,기타
참조기,전라남도,2014,15757,기타
참조기,경상남도,2014,557,기타
참조기,제주도,2014,7975,기타
기타조기류,부산광역시,2014,829,동해
기타조기류,인천광역시,2014,10,기타
기타조기류,울산광역시,2014,1,기타
기타조기류,경기도,2014,0,기타
기타조기류,강원도,2014,0,동해
기타조기류,충청남도,2014,8,기타
기타조기류,전라북도,2014,74,기타
기타조기류,전라남도,2014,817,기타
기타조기류,경상남도,2014,212,기타
기타조기류,제주도,2014,292,기타
준치,부산광역시,2014,0,동해
준치,인천광역시,2014,0,기타
준치,충청남도,2014,0,기타
준치,전라북도,2014,0,기타
준치,전라남도,2014,6,기타
준치,경상남도,2014,0,기타
준치,제주도,2014,0,기타
쥐치류,부산광역시,2014,1092,동해
쥐치류,인천광역시,2014,9,기타
쥐치류,울산광역시,2014,48,기타
쥐치류,경기도,2014,0,기타
쥐치류,강원도,2014,214,동해
쥐치류,충청남도,2014,13,기타
쥐치류,전라북도,2014,9,기타
쥐치류,전라남도,2014,219,기타
쥐치류,경상북도,2014,603,동해
쥐치류,경상남도,2014,172,기타
쥐치류,제주도,2014,40,기타
청어,부산광역시,2014,672,동해
청어,인천광역시,2014,0,기타
청어,울산광역시,2014,795,기타
청어,강원도,2014,997,동해
청어,전라남도,2014,0,기타
청어,경상북도,2014,14267,동해
청어,경상남도,2014,7091,기타
참홍어,인천광역시,2014,348,기타
참홍어,경기도,2014,0,기타
참홍어,충청남도,2014,40,기타
참홍어,전라북도,2014,14,기타
참홍어,전라남도,2014,138,기타
홍어류,부산광역시,2014,0,동해
홍어류,인천광역시,2014,445,기타
홍어류,울산광역시,2014,0,기타
홍어류,경기도,2014,75,기타
홍어류,충청남도,2014,728,기타
홍어류,전라북도,2014,277,기타
홍어류,전라남도,2014,364,기타
홍어류,경상남도,2014,0,기타
홍어류,제주도,2014,0,기타
꼼치류,부산광역시,2014,20,동해
꼼치류,인천광역시,2014,177,기타
꼼치류,울산광역시,2014,107,기타
꼼치류,경기도,2014,1,기타
꼼치류,강원도,2014,437,동해
꼼치류,충청남도,2014,732,기타
꼼치류,전라북도,2014,508,기타
꼼치류,전라남도,2014,91,기타
꼼치류,경상북도,2014,102,동해
꼼치류,경상남도,2014,1725,기타
꼼치류,제주도,2014,224,기타
기타어류,부산광역시,2014,12684,동해
기타어류,인천광역시,2014,23,기타
기타어류,울산광역시,2014,157,기타
기타어류,경기도,2014,13,기타
기타어류,강원도,2014,1274,동해
기타어류,충청남도,2014,924,기타
기타어류,전라북도,2014,1520,기타
기타어류,전라남도,2014,1282,기타
기타어류,경상북도,2014,737,동해
기타어류,경상남도,2014,3615,기타
기타어류,제주도,2014,718,기타
꽃게,부산광역시,2014,36,동해
꽃게,인천광역시,2014,9173,기타
꽃게,울산광역시,2014,25,기타
꽃게,경기도,2014,589,기타
꽃게,강원도,2014,0,동해
꽃게,충청남도,2014,10753,기타
꽃게,전라북도,2014,1555,기타
꽃게,전라남도,2014,2631,기타
꽃게,경상북도,2014,5,동해
꽃게,경상남도,2014,408,기타
꽃게,제주도,2014,135,기타
대게,울산광역시,2014,333,기타
대게,강원도,2014,373,동해
대게,경상북도,2014,1706,동해
대게,경상남도,2014,0,기타
붉은대게,부산광역시,2014,0,동해
붉은대게,인천광역시,2014,0,기타
붉은대게,울산광역시,2014,94,기타
붉은대게,강원도,2014,14807,동해
붉은대게,경상북도,2014,23288,동해
민꽃게,부산광역시,2014,17,동해
민꽃게,인천광역시,2014,495,기타
민꽃게,울산광역시,2014,0,기타
민꽃게,경기도,2014,197,기타
민꽃게,충청남도,2014,1386,기타
민꽃게,전라북도,2014,42,기타
민꽃게,전라남도,2014,437,기타
민꽃게,경상북도,2014,0,동해
민꽃게,경상남도,2014,530,기타
기타게류,부산광역시,2014,175,동해
기타게류,인천광역시,2014,21,기타
기타게류,울산광역시,2014,203,기타
기타게류,경기도,2014,61,기타
기타게류,강원도,2014,64,동해
기타게류,충청남도,2014,72,기타
기타게류,전라북도,2014,41,기타
기타게류,전라남도,2014,711,기타
기타게류,경상북도,2014,292,동해
기타게류,경상남도,2014,709,기타
기타게류,제주도,2014,33,기타
꽃새우,인천광역시,2014,103,기타
꽃새우,울산광역시,2014,1,기타
꽃새우,경기도,2014,33,기타
꽃새우,강원도,2014,0,동해
꽃새우,충청남도,2014,688,기타
꽃새우,전라북도,2014,219,기타
꽃새우,전라남도,2014,9,기타
꽃새우,경상북도,2014,0,동해
꽃새우,경상남도,2014,54,기타
꽃새우,제주도,2014,0,기타
닭새우류,부산광역시,2014,0,동해
닭새우류,울산광역시,2014,0,기타
닭새우류,강원도,2014,0,동해
닭새우류,충청남도,2014,10,기타
닭새우류,전라북도,2014,0,기타
닭새우류,전라남도,2014,578,기타
닭새우류,경상북도,2014,0,동해
닭새우류,경상남도,2014,0,기타
닭새우류,제주도,2014,0,기타
대하,인천광역시,2014,6,기타
대하,울산광역시,2014,0,기타
대하,경기도,2014,5,기타
대하,충청남도,2014,478,기타
대하,전라북도,2014,55,기타
대하,전라남도,2014,100,기타
대하,경상북도,2014,0,동해
대하,경상남도,2014,5,기타
대하,제주도,2014,1,기타
흰다리새우,부산광역시,2014,0,동해
흰다리새우,제주도,2014,0,기타
보리새우,부산광역시,2014,1,동해
보리새우,인천광역시,2014,0,기타
보리새우,울산광역시,2014,7,기타
보리새우,경기도,2014,0,기타
보리새우,강원도,2014,0,동해
보리새우,전라북도,2014,43,기타
보리새우,전라남도,2014,8,기타
보리새우,경상북도,2014,104,동해
보리새우,경상남도,2014,50,기타
보리새우,제주도,2014,0,기타
젓새우류,인천광역시,2014,4231,기타
젓새우류,경기도,2014,175,기타
젓새우류,충청남도,2014,330,기타
젓새우류,전라북도,2014,14,기타
젓새우류,전라남도,2014,13555,기타
젓새우류,경상남도,2014,0,기타
중하,부산광역시,2014,0,동해
중하,인천광역시,2014,0,기타
중하,경기도,2014,6,기타
중하,충청남도,2014,20,기타
중하,전라북도,2014,1,기타
중하,전라남도,2014,863,기타
중하,경상남도,2014,8,기타
중하,제주도,2014,0,기타
기타새우류,부산광역시,2014,399,동해
기타새우류,인천광역시,2014,244,기타
기타새우류,울산광역시,2014,0,기타
기타새우류,경기도,2014,0,기타
기타새우류,강원도,2014,267,동해
기타새우류,충청남도,2014,696,기타
기타새우류,전라북도,2014,864,기타
기타새우류,전라남도,2014,2956,기타
기타새우류,경상북도,2014,347,동해
기타새우류,경상남도,2014,1417,기타
기타새우류,제주도,2014,649,기타
기타갑각류,부산광역시,2014,0,동해
기타갑각류,인천광역시,2014,462,기타
기타갑각류,울산광역시,2014,1,기타
기타갑각류,경기도,2014,96,기타
기타갑각류,충청남도,2014,120,기타
기타갑각류,전라북도,2014,18,기타
기타갑각류,전라남도,2014,73,기타
기타갑각류,경상북도,2014,0,동해
기타갑각류,경상남도,2014,485,기타
기타갑각류,제주도,2014,7,기타
굴류,부산광역시,2014,33,동해
굴류,인천광역시,2014,2361,기타
굴류,울산광역시,2014,1,기타
굴류,경기도,2014,640,기타
굴류,강원도,2014,0,동해
굴류,충청남도,2014,6574,기타
굴류,전라북도,2014,1393,기타
굴류,전라남도,2014,4305,기타
굴류,경상북도,2014,14,동해
굴류,경상남도,2014,4794,기타
소라,부산광역시,2014,22,동해
소라,인천광역시,2014,0,기타
소라,울산광역시,2014,71,기타
소라,경기도,2014,0,기타
소라,강원도,2014,0,동해
소라,충청남도,2014,0,기타
소라,전라북도,2014,0,기타
소라,전라남도,2014,132,기타
소라,경상북도,2014,55,동해
소라,경상남도,2014,93,기타
소라,제주도,2014,1967,기타
고둥류,부산광역시,2014,228,동해
고둥류,인천광역시,2014,915,기타
고둥류,울산광역시,2014,272,기타
고둥류,경기도,2014,199,기타
고둥류,강원도,2014,504,동해
고둥류,충청남도,2014,2172,기타
고둥류,전라북도,2014,171,기타
고둥류,전라남도,2014,960,기타
고둥류,경상북도,2014,1390,동해
고둥류,경상남도,2014,490,기타
고둥류,제주도,2014,67,기타
오분자기,울산광역시,2014,0,기타
오분자기,경상북도,2014,0,동해
오분자기,경상남도,2014,0,기타
오분자기,제주도,2014,10,기타
전복류,부산광역시,2014,6,동해
전복류,인천광역시,2014,2,기타
전복류,울산광역시,2014,19,기타
전복류,경기도,2014,0,기타
전복류,강원도,2014,6,동해
전복류,충청남도,2014,29,기타
전복류,전라북도,2014,1,기타
전복류,전라남도,2014,46,기타
전복류,경상북도,2014,20,동해
전복류,경상남도,2014,37,기타
전복류,제주도,2014,6,기타
가리비류,부산광역시,2014,0,동해
가리비류,강원도,2014,0,동해
가리비류,충청남도,2014,1,기타
가리비류,전라남도,2014,0,기타
가리비류,경상북도,2014,4,동해
가리비류,경상남도,2014,49,기타
가무락,부산광역시,2014,11,동해
가무락,인천광역시,2014,137,기타
가무락,경기도,2014,14,기타
가무락,충청남도,2014,11,기타
가무락,전라북도,2014,156,기타
가무락,전라남도,2014,3,기타
가무락,경상남도,2014,47,기타
개량조개류,부산광역시,2014,20,동해
개량조개류,강원도,2014,0,동해
개량조개류,충청남도,2014,18,기타
개량조개류,전라북도,2014,67,기타
개량조개류,전라남도,2014,1,기타
개량조개류,경상남도,2014,46,기타
개량조개류,제주도,2014,1,기타
꼬막,부산광역시,2014,86,동해
꼬막,인천광역시,2014,0,기타
꼬막,경기도,2014,0,기타
꼬막,충청남도,2014,4,기타
꼬막,전라북도,2014,1,기타
꼬막,전라남도,2014,518,기타
꼬막,경상남도,2014,291,기타
새꼬막,부산광역시,2014,0,동해
새꼬막,경기도,2014,0,기타
새꼬막,전라남도,2014,0,기타
새꼬막,경상남도,2014,0,기타
동죽,부산광역시,2014,0,동해
동죽,인천광역시,2014,673,기타
동죽,경기도,2014,0,기타
동죽,충청남도,2014,863,기타
동죽,전라북도,2014,51,기타
동죽,전라남도,2014,10,기타
동죽,경상남도,2014,0,기타
맛류,부산광역시,2014,0,동해
맛류,인천광역시,2014,0,기타
맛류,경기도,2014,1,기타
맛류,충청남도,2014,1,기타
맛류,전라북도,2014,0,기타
맛류,전라남도,2014,132,기타
맛류,경상남도,2014,2,기타
맛류,제주도,2014,0,기타
바지락,부산광역시,2014,534,동해
바지락,인천광역시,2014,548,기타
바지락,울산광역시,2014,0,기타
바지락,경기도,2014,1103,기타
바지락,충청남도,2014,6626,기타
바지락,전라북도,2014,707,기타
바지락,전라남도,2014,1288,기타
바지락,경상남도,2014,1840,기타
바지락,제주도,2014,4,기타
백합류,부산광역시,2014,21,동해
백합류,인천광역시,2014,115,기타
백합류,경기도,2014,0,기타
백합류,충청남도,2014,116,기타
백합류,전라북도,2014,44,기타
백합류,전라남도,2014,3,기타
백합류,경상남도,2014,5,기타
백합류,제주도,2014,0,기타
새조개,부산광역시,2014,422,동해
새조개,충청남도,2014,0,기타
새조개,전라북도,2014,0,기타
새조개,전라남도,2014,287,기타
새조개,경상남도,2014,1202,기타
키조개,부산광역시,2014,39,동해
키조개,인천광역시,2014,1,기타
키조개,경기도,2014,0,기타
키조개,충청남도,2014,3452,기타
키조개,전라북도,2014,110,기타
키조개,전라남도,2014,655,기타
키조개,경상남도,2014,442,기타
피조개,부산광역시,2014,0,동해
피조개,인천광역시,2014,3,기타
피조개,경기도,2014,0,기타
피조개,충청남도,2014,4,기타
피조개,전라북도,2014,5,기타
피조개,전라남도,2014,42,기타
피조개,경상남도,2014,56,기타
홍합류,부산광역시,2014,595,동해
홍합류,울산광역시,2014,1,기타
홍합류,강원도,2014,86,동해
홍합류,충청남도,2014,557,기타
홍합류,전라북도,2014,35,기타
홍합류,전라남도,2014,66,기타
홍합류,경상북도,2014,288,동해
홍합류,경상남도,2014,146,기타
홍합류,제주도,2014,0,기타
개조개,부산광역시,2014,646,동해
개조개,인천광역시,2014,13,기타
개조개,경기도,2014,0,기타
개조개,충청남도,2014,95,기타
개조개,전라북도,2014,2,기타
개조개,전라남도,2014,193,기타
개조개,경상남도,2014,1386,기타
기타패류,부산광역시,2014,258,동해
기타패류,인천광역시,2014,18,기타
기타패류,울산광역시,2014,1,기타
기타패류,경기도,2014,39,기타
기타패류,강원도,2014,250,동해
기타패류,충청남도,2014,64,기타
기타패류,전라북도,2014,58,기타
기타패류,전라남도,2014,144,기타
기타패류,경상북도,2014,8,동해
기타패류,경상남도,2014,317,기타
기타패류,제주도,2014,14,기타
갑오징어류,부산광역시,2014,290,동해
갑오징어류,인천광역시,2014,38,기타
갑오징어류,울산광역시,2014,2,기타
갑오징어류,경기도,2014,1,기타
갑오징어류,강원도,2014,12,동해
갑오징어류,충청남도,2014,1071,기타
갑오징어류,전라북도,2014,694,기타
갑오징어류,전라남도,2014,944,기타
갑오징어류,경상북도,2014,33,동해
갑오징어류,경상남도,2014,203,기타
갑오징어류,제주도,2014,39,기타
꼴뚜기류,부산광역시,2014,9,동해
꼴뚜기류,인천광역시,2014,100,기타
꼴뚜기류,울산광역시,2014,0,기타
꼴뚜기류,경기도,2014,42,기타
꼴뚜기류,강원도,2014,39,동해
꼴뚜기류,충청남도,2014,627,기타
꼴뚜기류,전라북도,2014,252,기타
꼴뚜기류,전라남도,2014,58,기타
꼴뚜기류,경상북도,2014,0,동해
꼴뚜기류,경상남도,2014,349,기타
꼴뚜기류,제주도,2014,0,기타
낙지류,부산광역시,2014,136,동해
낙지류,인천광역시,2014,230,기타
낙지류,울산광역시,2014,33,기타
낙지류,경기도,2014,128,기타
낙지류,강원도,2014,8,동해
낙지류,충청남도,2014,383,기타
낙지류,전라북도,2014,17,기타
낙지류,전라남도,2014,3170,기타
낙지류,경상북도,2014,156,동해
낙지류,경상남도,2014,1030,기타
낙지류,제주도,2014,19,기타
문어류,부산광역시,2014,234,동해
문어류,인천광역시,2014,0,기타
문어류,울산광역시,2014,177,기타
문어류,강원도,2014,1822,동해
문어류,충청남도,2014,1,기타
문어류,전라북도,2014,0,기타
문어류,전라남도,2014,3388,기타
문어류,경상북도,2014,2236,동해
문어류,경상남도,2014,1759,기타
문어류,제주도,2014,264,기타
주꾸미,부산광역시,2014,11,동해
주꾸미,인천광역시,2014,156,기타
주꾸미,경기도,2014,117,기타
주꾸미,강원도,2014,0,동해
주꾸미,충청남도,2014,1531,기타
주꾸미,전라북도,2014,141,기타
주꾸미,전라남도,2014,374,기타
주꾸미,경상북도,2014,0,동해
주꾸미,경상남도,2014,196,기타
살오징어(오징어),부산광역시,2014,83981,동해
살오징어(오징어),인천광역시,2014,598,기타
살오징어(오징어),울산광역시,2014,3341,기타
살오징어(오징어),경기도,2014,0,기타
살오징어(오징어),강원도,2014,9462,동해
살오징어(오징어),충청남도,2014,1857,기타
살오징어(오징어),전라북도,2014,28,기타
살오징어(오징어),전라남도,2014,1302,기타
살오징어(오징어),경상북도,2014,59734,동해
살오징어(오징어),경상남도,2014,2963,기타
살오징어(오징어),제주도,2014,620,기타
한치류,부산광역시,2014,807,동해
한치류,인천광역시,2014,0,기타
한치류,울산광역시,2014,8,기타
한치류,강원도,2014,20,동해
한치류,충청남도,2014,0,기타
한치류,전라북도,2014,1,기타
한치류,전라남도,2014,12,기타
한치류,경상북도,2014,9,동해
한치류,경상남도,2014,44,기타
한치류,제주도,2014,336,기타
기타연체동물류,부산광역시,2014,26,동해
기타연체동물류,울산광역시,2014,2,기타
기타연체동물류,강원도,2014,1,동해
기타연체동물류,전라북도,2014,0,기타
기타연체동물류,전라남도,2014,0,기타
기타연체동물류,경상북도,2014,10,동해
기타연체동물류,경상남도,2014,4,기타
기타연체동물류,제주도,2014,80,기타
미더덕,부산광역시,2014,0,동해
미더덕,경상남도,2014,0,기타
성게류,부산광역시,2014,303,동해
성게류,울산광역시,2014,149,기타
성게류,경기도,2014,0,기타
성게류,강원도,2014,492,동해
성게류,충청남도,2014,1,기타
성게류,전라북도,2014,0,기타
성게류,전라남도,2014,1,기타
성게류,경상북도,2014,385,동해
성게류,경상남도,2014,435,기타
성게류,제주도,2014,1073,기타
우렁쉥이,부산광역시,2014,19,동해
우렁쉥이,울산광역시,2014,2,기타
우렁쉥이,강원도,2014,497,동해
우렁쉥이,충청남도,2014,0,기타
우렁쉥이,전라북도,2014,0,기타
우렁쉥이,전라남도,2014,0,기타
우렁쉥이,경상북도,2014,1,동해
우렁쉥이,경상남도,2014,1185,기타
우렁쉥이,제주도,2014,6,기타
해삼,부산광역시,2014,38,동해
해삼,인천광역시,2014,9,기타
해삼,울산광역시,2014,7,기타
해삼,경기도,2014,0,기타
해삼,강원도,2014,181,동해
해삼,충청남도,2014,605,기타
해삼,전라북도,2014,24,기타
해삼,전라남도,2014,84,기타
해삼,경상북도,2014,62,동해
해삼,경상남도,2014,1046,기타
해삼,제주도,2014,76,기타
오만둥이,부산광역시,2014,0,동해
오만둥이,전라남도,2014,0,기타
오만둥이,경상남도,2014,2,기타
기타수산동물류,부산광역시,2014,0,동해
기타수산동물류,인천광역시,2014,2,기타
기타수산동물류,울산광역시,2014,0,기타
기타수산동물류,경기도,2014,225,기타
기타수산동물류,충청남도,2014,20,기타
기타수산동물류,전라북도,2014,1,기타
기타수산동물류,전라남도,2014,4366,기타
기타수산동물류,경상북도,2014,0,동해
기타수산동물류,경상남도,2014,22,기타
기타수산동물류,제주도,2014,0,기타
김류,부산광역시,2014,0,동해
김류,울산광역시,2014,0,기타
김류,강원도,2014,2,동해
김류,충청남도,2014,1,기타
김류,전라북도,2014,0,기타
김류,전라남도,2014,1,기타
김류,경상북도,2014,27,동해
김류,경상남도,2014,0,기타
꼬시래기류,부산광역시,2014,0,동해
꼬시래기류,충청남도,2014,2,기타
꼬시래기류,전라북도,2014,0,기타
꼬시래기류,전라남도,2014,14,기타
